instance,time0[s],time1[s],time2[s],time3[s],time4[s],time5[s],time6[s],time7[s],time8[s],time9[s]
exhsearch_s7_d3_num8,0.0014777999999751046,0.0015648999999484658,0.0015040000000681175,0.0014828000000761676,0.0015353000001141481,0.0015055000001211738,0.0015154999998685525,0.0015127000001484703,0.0014830000000074506,0.0014754000001175882
exhsearch_s7_d3_num9,0.011222199999792792,0.011329899999964255,0.011658399999987523,0.011484500000051412,0.011498600000095394,0.011675699999841527,0.011365999999952692,0.01136440000004768,0.011378100000001723,0.011320500000010725
exhsearch_s9_d1_num1,0.00030639999999948486,0.00022750000016458216,0.00021929999979874992,0.00021870000000490109,0.00021549999996750557,0.00021549999996750557,0.00021400000014182297,0.00021980000019539148,0.0002140999999937776,0.00021410000022115128
exhsearch_s9_d1_num10,0.0003287999998065061,0.00028040000006512855,0.000257799999872077,0.00025560000017321727,0.0002561999999670661,0.0002551000000039494,0.0002965999999560154,0.00025550000009388896,0.00025490000007266644,0.00025340000001961016
exhsearch_s9_d1_num2,0.00032190000001719454,0.000270799999952942,0.0003184999998211424,0.00026209999987258925,0.000252700000146433,0.0002511000000140484,0.00025269999991905934,0.0002562000001944398,0.0002540999998927873,0.00025009999990288634
exhsearch_s9_d1_num3,0.00033660000008239876,0.0002609000000575179,0.0002531000000089989,0.00027629999999589927,0.0002520999998978368,0.00024919999987105257,0.0002484000001459208,0.0002484000001459208,0.00024699999994481914,0.00024770000004536996
exhsearch_s9_d1_num4,0.00030879999985700124,0.00024810000013530953,0.00024109999981192232,0.00023729999998067797,0.0002715999999054475,0.00023780000014994584,0.00023669999995945545,0.0003050000000257569,0.00024499999994986865,0.00023759999999128922
exhsearch_s9_d1_num5,0.0003106999999999971,0.0002488000000084867,0.00024439999992864614,0.00024149999990186188,0.0003444999999828724,0.00031210000020109874,0.0002570999999988999,0.00024710000002414745,0.00028090000000702275,0.00024650000000292493
exhsearch_s9_d1_num6,0.00032360000000153377,0.0002640000000155851,0.00026109999998880085,0.0002572999999301828,0.0002555999999458436,0.00025430000005144393,0.00025300000015704427,0.0002700999998523912,0.00025389999996150436,0.0002541999999721156
exhsearch_s9_d1_num7,0.0002612999999200838,0.00020509999990281358,0.00019879999990735087,0.00019679999991240038,0.00019590000010794029,0.00019410000004427275,0.00019540000016604608,0.00019359999987500487,0.000191800000038711,0.00019159999988005438
exhsearch_s9_d1_num8,0.0003206999999747495,0.0002618999999413063,0.00025649999997767736,0.00025479999999333813,0.00025340000001961016,0.00025179999988722557,0.00025180000011459924,0.00025129999994533136,0.0002515999999559426,0.0002506000000721542
exhsearch_s9_d1_num9,0.0003242000000227563,0.0002660000000105356,0.0002951999999822874,0.00025540000001456065,0.0002540000000408327,0.0002511000000140484,0.0002729000000272208,0.0002570999999988999,0.000252700000146433,0.0002541999999721156
exhsearch_s9_d2_num1,0.0022433000001456094,0.002232499999990978,0.00215610000009292,0.0021600000000034925,0.0021388000000115426,0.002175500000021202,0.0021477000000231783,0.002121199999919554,0.0021350000001802982,0.00215000000002874
exhsearch_s9_d2_num10,0.0005717999999887979,0.0004997999999432068,0.00048620000006849295,0.00048160000005736947,0.0005055000001448207,0.0004900999999790656,0.0004825999999411579,0.00048149999997804116,0.0004787000000305852,0.0005051999999068357
